Trial Number,Batch Size,Feature Noised,Accuracy,Noise Std Dev,Feature Importance,Importance Ratio,Importance Difference,Degradation in Accuracy Difference,Degradation in Accuracy Ratio
2,3,Horizontal_Distance_To_Hydrology,0.468,1.0,0.42416487222559995,1.0913735285942796,-0.03875744108099477,0.0015999999999999903,0.9965928449744463
2,3,Horizontal_Distance_To_Hydrology,0.4552,1.5,0.42416487222559995,1.0806372306852252,-0.03420348065022483,0.014400000000000024,0.969335604770017
2,3,Horizontal_Distance_To_Hydrology,0.4552,2.0,0.42416487222559995,1.086089724596777,-0.03651623703352902,0.014400000000000024,0.969335604770017
2,3,Horizontal_Distance_To_Hydrology,0.4584,2.5,0.42416487222559995,1.0984815266575112,-0.04177240417126521,0.011200000000000043,0.9761499148211242
2,3,Horizontal_Distance_To_Hydrology,0.4336,3.0,0.42416487222559995,1.0819061043978027,-0.034741692306390626,0.03600000000000003,0.9233390119250425
2,3,Horizontal_Distance_To_Hydrology,0.4512,3.5,0.42416487222559995,1.0946624932523659,-0.040152504354946494,0.018400000000000027,0.9608177172061328
2,3,Horizontal_Distance_To_Hydrology,0.452,4.0,0.42416487222559995,1.087418200168305,-0.037079729704581066,0.017600000000000005,0.9625212947189097
3,3,Baseline,0.4336,0.0,0.0,1,0.0,0.0,1.0
3,3,"noise, std dev 2",0.4352,0.125,0.4205754713904041,0.9871754918694474,0.005393673552357203,-0.0015999999999999903,1.003690036900369
3,3,"noise, std dev 2",0.4352,0.25,0.4205754713904041,1.0090134536222954,-0.003790837506052469,-0.0015999999999999903,1.003690036900369
3,3,"noise, std dev 2",0.4424,0.5,0.4205754713904041,1.0093343843341003,-0.003925813091453456,-0.00880000000000003,1.0202952029520296
3,3,"noise, std dev 2",0.4368,0.75,0.4205754713904041,1.0045135000502525,-0.0018982674112555387,-0.003200000000000036,1.0073800738007381
3,3,"noise, std dev 2",0.4432,1.0,0.4205754713904041,1.0003691521187084,-0.00015525632634050268,-0.009599999999999997,1.022140221402214
3,3,"noise, std dev 2",0.424,1.5,0.4205754713904041,1.023440750720185,-0.009858604783886782,0.009599999999999997,0.977859778597786
3,3,"noise, std dev 2",0.4384,2.0,0.4205754713904041,1.0224551673979205,-0.009444092613530852,-0.0048000000000000265,1.011070110701107
3,3,"noise, std dev 2",0.4392,2.5,0.4205754713904041,0.9956268083501467,0.0018392571396176338,-0.005599999999999994,1.0129151291512914
3,3,"noise, std dev 2",0.4328,3.0,0.4205754713904041,0.9821394335626384,0.0075117161486929485,0.0007999999999999674,0.9981549815498155
3,3,"noise, std dev 2",0.4488,3.5,0.4205754713904041,0.9816598780900392,0.007713405417639263,-0.015199999999999991,1.0350553505535056
3,3,"noise, std dev 2",0.4352,4.0,0.4205754713904041,0.9930486785565604,0.0029235552928608133,-0.0015999999999999903,1.003690036900369
3,3,Slope,0.44,0.125,0.23053653616959607,1.578984712710454,-0.13347713016341678,-0.006400000000000017,1.014760147601476
3,3,Slope,0.4528,0.25,0.23053653616959607,1.5968704670269256,-0.1376004500103165,-0.019199999999999995,1.044280442804428
3,3,Slope,0.4424,0.5,0.23053653616959607,1.5774460048255226,-0.13312240177744783,-0.00880000000000003,1.0202952029520296
3,3,Slope,0.4584,0.75,0.23053653616959607,1.532888476376781,-0.12285026350859668,-0.02479999999999999,1.0571955719557196
3,3,Slope,0.42,1.0,0.23053653616959607,1.5773895845278674,-0.13310939483745676,0.013600000000000001,0.9686346863468634
3,3,Slope,0.4408,1.5,0.23053653616959607,1.5120043316567326,-0.11803570512397221,-0.00720000000000004,1.0166051660516606
3,3,Slope,0.444,2.0,0.23053653616959607,1.5036209217344432,-0.11610302283919777,-0.01040000000000002,1.0239852398523985
3,3,Slope,0.4312,2.5,0.23053653616959607,1.5068870389292113,-0.11685598218400356,0.0023999999999999577,0.9944649446494466
3,3,Slope,0.448,3.0,0.23053653616959607,1.4714423183106538,-0.10868467906710227,-0.014400000000000024,1.033210332103321
3,3,Slope,0.4256,3.5,0.23053653616959607,1.5111652414542514,-0.1178422641751583,0.008000000000000007,0.981549815498155
3,3,Slope,0.4408,4.0,0.23053653616959607,1.4936977784407242,-0.11381537575634926,-0.00720000000000004,1.0166051660516606
3,3,Hillshade_3pm,0.4456,0.125,0.34888799244,1.1307080122080602,-0.04560245597509316,-0.01200000000000001,1.0276752767527675
3,3,Hillshade_3pm,0.464,0.25,0.34888799244,1.122684708350916,-0.04280322159963795,-0.030400000000000038,1.0701107011070112
3,3,Hillshade_3pm,0.4168,0.5,0.34888799244,1.1059134379208508,-0.03695192672862424,0.01679999999999998,0.9612546125461255
3,3,Hillshade_3pm,0.4456,0.75,0.34888799244,1.1117891548176402,-0.03900189380089086,-0.01200000000000001,1.0276752767527675
3,3,Hillshade_3pm,0.4336,1.0,0.34888799244,1.141575077529563,-0.04939384457882662,0.0,1.0
3,3,Hillshade_3pm,0.4216,1.5,0.34888799244,1.1136923464572654,-0.039665894511268285,0.01200000000000001,0.9723247232472324
3,3,Hillshade_3pm,0.4376,2.0,0.34888799244,1.128676484022465,-0.04489368018483558,-0.0040000000000000036,1.0092250922509225
3,3,Hillshade_3pm,0.4216,2.5,0.34888799244,1.1390365077319615,-0.04850816805847258,0.01200000000000001,0.9723247232472324
3,3,Hillshade_3pm,0.4416,3.0,0.34888799244,1.0900106989439295,-0.03140365205266882,-0.008000000000000007,1.018450184501845
3,3,Hillshade_3pm,0.4576,3.5,0.34888799244,1.1087255936341216,-0.03793305408985592,-0.02400000000000002,1.0553505535055352
3,3,Hillshade_3pm,0.4312,4.0,0.34888799244,1.099152839154743,-0.034593234997424505,0.0023999999999999577,0.9944649446494466
4,3,Baseline,0.4488,0.0,0.0,1,0.0,0.0,1.0
4,3,Slope,0.4424,0.125,0.25533860858869917,1.434331142712576,-0.11090150964696888,0.006399999999999961,0.9857397504456329
4,3,Slope,0.4528,0.25,0.25533860858869917,1.4264235156850618,-0.10888238716452503,-0.0040000000000000036,1.0089126559714796
4,3,Slope,0.4448,0.5,0.25533860858869917,1.4437441589309972,-0.1133050161108034,0.0040000000000000036,0.9910873440285205
4,3,Slope,0.4424,0.75,0.25533860858869917,1.4262785765217745,-0.10884537860024124,0.006399999999999961,0.9857397504456329
4,3,Slope,0.4384,1.0,0.25533860858869917,1.4369511966466377,-0.11157051057291956,0.010399999999999965,0.9768270944741534
4,3,Slope,0.4624,1.5,0.25533860858869917,1.369511316530634,-0.0943505054207105,-0.013600000000000001,1.0303030303030303
4,3,Slope,0.464,2.0,0.25533860858869917,1.343218049382382,-0.08763681917182486,-0.015200000000000047,1.0338680926916222
4,3,Slope,0.4352,2.5,0.25533860858869917,1.3589077992680147,-0.09164301807672703,0.013600000000000001,0.9696969696969697
4,3,Slope,0.448,3.0,0.25533860858869917,1.3079074783274942,-0.07862066709019744,0.0007999999999999674,0.9982174688057042
4,3,Slope,0.4368,3.5,0.25533860858869917,1.3380019366503733,-0.08630494420459195,0.011999999999999955,0.9732620320855616
4,3,Slope,0.4496,4.0,0.25533860858869917,1.3885821976472246,-0.09922003766958121,-0.0008000000000000229,1.001782531194296
4,3,Aspect,0.4744,0.125,0.36233289106456124,1.0597677205586642,-0.021655810982359636,-0.02560000000000001,1.0570409982174689
4,3,Aspect,0.448,0.25,0.36233289106456124,1.0511653217714172,-0.01853887895968609,0.0007999999999999674,0.9982174688057042
4,3,Aspect,0.46,0.5,0.36233289106456124,1.0376607748939055,-0.013645737447040396,-0.011200000000000043,1.0249554367201428
4,3,Aspect,0.4384,0.75,0.36233289106456124,1.036366866042219,-0.013176911712034778,0.010399999999999965,0.9768270944741534
4,3,Aspect,0.4264,1.0,0.36233289106456124,1.0107247033561768,-0.0038859127728533283,0.022399999999999975,0.9500891265597149
4,3,Aspect,0.4424,1.5,0.36233289106456124,1.0557188665203197,-0.020188777993147777,0.006399999999999961,0.9857397504456329
4,3,Aspect,0.4304,2.0,0.36233289106456124,1.0681086329943787,-0.024677997899308413,0.018399999999999972,0.9590017825311944
4,3,Aspect,0.4336,2.5,0.36233289106456124,1.0267073137218958,-0.009676938193422746,0.015199999999999991,0.966131907308378
4,3,Aspect,0.436,3.0,0.36233289106456124,1.0399777805804438,-0.014485264816056831,0.012799999999999978,0.9714795008912657
4,3,Aspect,0.4336,3.5,0.36233289106456124,1.0689673924591043,-0.024989154698891458,0.015199999999999991,0.966131907308378
4,3,Aspect,0.432,4.0,0.36233289106456124,1.0306131946851091,-0.011092167334977865,0.01679999999999998,0.9625668449197862
4,3,"noise, std dev 2",0.4208,0.125,0.3823285003467397,0.9806039106596038,0.007415677750105043,0.02799999999999997,0.9376114081996435
4,3,"noise, std dev 2",0.4488,0.25,0.3823285003467397,1.002967608001282,-0.0011346011167471248,0.0,1.0
4,3,"noise, std dev 2",0.4504,0.5,0.3823285003467397,0.9936414920463238,0.0024310388103718217,-0.0016000000000000458,1.0035650623885919
4,3,"noise, std dev 2",0.4304,0.75,0.3823285003467397,1.0064598138134713,-0.0024697709278236335,0.018399999999999972,0.9590017825311944
4,3,"noise, std dev 2",0.4384,1.0,0.3823285003467397,0.9931905311963048,0.002603453995874694,0.010399999999999965,0.9768270944741534
4,3,"noise, std dev 2",0.432,1.5,0.3823285003467397,1.00837617200331,-0.0032024492806718152,0.01679999999999998,0.9625668449197862
4,3,"noise, std dev 2",0.4672,2.0,0.3823285003467397,0.9999879983333082,4.588579227915446e-06,-0.018400000000000027,1.0409982174688057
4,3,"noise, std dev 2",0.4552,2.5,0.3823285003467397,1.004476149187504,-0.0017113594061867188,-0.006400000000000017,1.0142602495543673
4,3,"noise, std dev 2",0.4632,3.0,0.3823285003467397,0.9912148690076987,0.003358805957636213,-0.014400000000000024,1.0320855614973263
4,3,"noise, std dev 2",0.464,3.5,0.3823285003467397,0.9901198423787312,0.0037774658465291044,-0.015200000000000047,1.0338680926916222
4,3,"noise, std dev 2",0.4704,4.0,0.3823285003467397,0.9830602053147478,0.006476566298194153,-0.021600000000000008,1.0481283422459893
5,3,Baseline,0.4336,0.0,0.0,1,0.0,0.0,1.0
5,3,Hillshade_Noon,0.4424,0.125,0.29732662446550073,1.1884520864461443,-0.05603182273651286,-0.00880000000000003,1.0202952029520296
5,3,Hillshade_Noon,0.4376,0.25,0.29732662446550073,1.1470715401183322,-0.04372828457832617,-0.0040000000000000036,1.0092250922509225
5,3,Hillshade_Noon,0.428,0.5,0.29732662446550073,1.1718992331883944,-0.0511102187521133,0.005599999999999994,0.9870848708487086
5,3,Hillshade_Noon,0.432,0.75,0.29732662446550073,1.157987384284142,-0.046973855677337806,0.0015999999999999903,0.996309963099631
5,3,Hillshade_Noon,0.4424,1.0,0.29732662446550073,1.1624230699018974,-0.04829270310925521,-0.00880000000000003,1.0202952029520296
5,3,Hillshade_Noon,0.456,1.5,0.29732662446550073,1.1454458284740936,-0.04324491722279045,-0.02240000000000003,1.051660516605166
5,3,Hillshade_Noon,0.4504,2.0,0.29732662446550073,1.1550555200320374,-0.04610213437586852,-0.016800000000000037,1.0387453874538746
5,3,Hillshade_Noon,0.44,2.5,0.29732662446550073,1.1275104242352316,-0.037912244022025365,-0.006400000000000017,1.014760147601476
5,3,Hillshade_Noon,0.456,3.0,0.29732662446550073,1.1250289207634963,-0.0371744269711749,-0.02240000000000003,1.051660516605166
5,3,Hillshade_Noon,0.4576,3.5,0.29732662446550073,1.1393822448364,-0.041442052367630766,-0.02400000000000002,1.0553505535055352
5,3,Hillshade_Noon,0.456,4.0,0.29732662446550073,1.1242345991828562,-0.03693825401686307,-0.02240000000000003,1.051660516605166
5,3,"noise, std dev 2",0.4536,0.125,0.3596542110912643,0.9988312087506509,0.00042036069471501625,-0.020000000000000018,1.0461254612546127
5,3,"noise, std dev 2",0.4264,0.25,0.3596542110912643,0.9972741302434674,0.0009803705368232607,0.007199999999999984,0.9833948339483395
5,3,"noise, std dev 2",0.4232,0.5,0.3596542110912643,0.9902735699280253,0.0034981515342704106,0.010399999999999965,0.9760147601476016
5,3,"noise, std dev 2",0.4248,0.75,0.3596542110912643,0.9787483571735743,0.0076432428351314585,0.008799999999999975,0.9797047970479705
5,3,"noise, std dev 2",0.436,1.0,0.3596542110912643,0.9526186406796006,0.01704090540680997,-0.0024000000000000132,1.0055350553505535
5,3,"noise, std dev 2",0.4144,1.5,0.3596542110912643,1.007855428582156,-0.0028252379694990726,0.019199999999999995,0.955719557195572
5,3,"noise, std dev 2",0.4312,2.0,0.3596542110912643,0.9531453371845803,0.01685147679082699,0.0023999999999999577,0.9944649446494466
5,3,"noise, std dev 2",0.456,2.5,0.3596542110912643,0.9490549235726815,0.018322611271451406,-0.02240000000000003,1.051660516605166
5,3,"noise, std dev 2",0.4544,3.0,0.3596542110912643,0.998921903697677,0.00038774187509238445,-0.02080000000000004,1.047970479704797
5,3,"noise, std dev 2",0.4408,3.5,0.3596542110912643,0.9865871855311436,0.0048239752063100605,-0.00720000000000004,1.0166051660516606
5,3,"noise, std dev 2",0.44,4.0,0.3596542110912643,0.9928762825983052,0.002562074962143668,-0.006400000000000017,1.014760147601476
5,3,"noise, std dev 1",0.4392,0.125,0.3430191644432351,1.0196115385710065,-0.006727133574072897,-0.005599999999999994,1.0129151291512914
5,3,"noise, std dev 1",0.4312,0.25,0.3430191644432351,1.02914710709177,-0.009998016320556413,0.0023999999999999577,0.9944649446494466
5,3,"noise, std dev 1",0.4504,0.5,0.3430191644432351,1.0056442453739556,-0.001936084332086807,-0.016800000000000037,1.0387453874538746
5,3,"noise, std dev 1",0.4464,0.75,0.3430191644432351,1.0203096025032794,-0.00696658288084917,-0.012800000000000034,1.029520295202952
5,3,"noise, std dev 1",0.4344,1.0,0.3430191644432351,1.0160044080999606,-0.0054898186938570626,-0.0008000000000000229,1.0018450184501846
5,3,"noise, std dev 1",0.4296,1.5,0.3430191644432351,1.0238804949902243,-0.008191467438037614,0.0040000000000000036,0.9907749077490775
5,3,"noise, std dev 1",0.428,2.0,0.3430191644432351,1.0026440567453623,-0.0009069621355347057,0.005599999999999994,0.9870848708487086
5,3,"noise, std dev 1",0.4264,2.5,0.3430191644432351,1.0111754359430127,-0.0038333886994610933,0.007199999999999984,0.9833948339483395
