Batch Number,Batch Size,Feature Noised,Accuracy,Noise Std Dev,Initial Perm Importance Mean,Initial Perm Importance Std Dev,RF Feature Importance,Importance Ratio,Importance Difference,Accuracy Ratio
Baseline,5,N/A,0.9680232558139535,0.0,0.0,0.0,1.0,0,0.0,1.0
0,5,Higher Variance Majority 1,0.9638081395348838,0.25,0.007587209302325597,0.002684668175500896,0.12418814738441805,0.5725967163782736,0.05307842197899919,0.9956456456456456
0,5,Higher Variance Majority 1,0.9632267441860465,0.5,0.007587209302325597,0.002684668175500896,0.12418814738441805,0.3713319637270407,0.07807311874453894,0.995045045045045
0,5,Higher Variance Majority 1,0.9620639534883721,1.0,0.007587209302325597,0.002684668175500896,0.12418814738441805,0.19958876600364966,0.09940158829568269,0.9938438438438438
0,5,Higher Variance Majority 1,0.9617732558139535,2.0,0.007587209302325597,0.002684668175500896,0.12418814738441805,0.13593550852010505,0.10730656841754743,0.9935435435435435
0,5,2.00 Std. Dev. Noise,0.9636627906976744,0.25,-0.0015988372093022462,0.0017259218149764046,0.009261152210343314,1.5188346334615004,-0.004805006512484637,0.9954954954954953
0,5,2.00 Std. Dev. Noise,0.9632267441860465,0.5,-0.0015988372093022462,0.0017259218149764046,0.009261152210343314,1.2549426656155565,-0.002361062831176328,0.995045045045045
0,5,2.00 Std. Dev. Noise,0.9639534883720933,1.0,-0.0015988372093022462,0.0017259218149764046,0.009261152210343314,1.301757441614539,-0.002794621597396031,0.995795795795796
0,5,2.00 Std. Dev. Noise,0.9646802325581396,2.0,-0.0015988372093022462,0.0017259218149764046,0.009261152210343314,1.266716285399837,-0.002470100116065259,0.9965465465465466
0,5,0.50 Std. Dev. Noise,0.962063953488372,0.25,0.0014534883720930326,0.0015382275064328916,0.00998733498980405,0.8936298760020217,0.0010623540612748044,0.9938438438438437
0,5,0.50 Std. Dev. Noise,0.9613372093023255,0.5,0.0014534883720930326,0.0015382275064328916,0.00998733498980405,0.9342978832067599,0.000656189049953319,0.9930930930930929
0,5,0.50 Std. Dev. Noise,0.9619186046511627,1.0,0.0014534883720930326,0.0015382275064328916,0.00998733498980405,0.8922370323190517,0.001076264857725058,0.9936936936936935
0,5,0.50 Std. Dev. Noise,0.9632267441860465,2.0,0.0014534883720930326,0.0015382275064328916,0.00998733498980405,1.0614303351411962,-0.0006135253355910586,0.995045045045045
0,5,Higher Variance Minority 2,0.9513081395348838,0.25,0.24572674418604656,0.010650847017254748,0.7432190278312858,1.0013314009845757,-0.000989522545410071,0.9827327327327328
0,5,Higher Variance Minority 2,0.930813953488372,0.5,0.24572674418604656,0.010650847017254748,0.7432190278312858,0.9341554277373144,0.048936938985040035,0.9615615615615615
0,5,Higher Variance Minority 2,0.9049418604651164,1.0,0.24572674418604656,0.010650847017254748,0.7432190278312858,0.7810240241341782,0.16274711190140323,0.9348348348348349
0,5,Higher Variance Minority 2,0.8667151162790698,2.0,0.24572674418604656,0.010650847017254748,0.7432190278312858,0.4405161276850659,0.4158190596691886,0.8953453453453454
0,5,Higher Variance Majority 3,0.9635174418604653,0.25,0.014796511627907002,0.004424815860905465,0.11334433758414875,0.5460064022984459,0.05145760359892716,0.9953453453453455
0,5,Higher Variance Majority 3,0.9630813953488374,0.5,0.014796511627907002,0.004424815860905465,0.11334433758414875,0.3478060256134251,0.0739224940032196,0.994894894894895
0,5,Higher Variance Majority 3,0.961482558139535,1.0,0.014796511627907002,0.004424815860905465,0.11334433758414875,0.19604376966449155,0.09112388637402752,0.9932432432432433
0,5,Higher Variance Majority 3,0.960610465116279,2.0,0.014796511627907002,0.004424815860905465,0.11334433758414875,0.14633394246630657,0.09675821380922829,0.9923423423423422
Baseline,5,N/A,0.9316860465116279,0.0,0.0,0.0,1.0,0,0.0,1.0
1,5,Constant,0.930668604651163,0.25,0.0,0.0,0.0,Infinity,-0.010333228721171183,0.9989079563182529
1,5,Constant,0.930668604651163,0.5,0.0,0.0,0.0,Infinity,-0.010333228721171183,0.9989079563182529
1,5,Constant,0.930668604651163,1.0,0.0,0.0,0.0,Infinity,-0.010333228721171183,0.9989079563182529
1,5,Constant,0.930668604651163,2.0,0.0,0.0,0.0,Infinity,-0.010333228721171183,0.9989079563182529
1,5,Higher Variance Majority 3,0.9324127906976745,0.25,0.0100872093023256,0.004115297642822588,0.05942307987045297,1.0460338420836839,-0.0027354726748825622,1.000780031201248
1,5,Higher Variance Majority 3,0.93125,0.5,0.0100872093023256,0.004115297642822588,0.05942307987045297,0.6381168880882356,0.021504209062900848,0.9995319812792512
1,5,Higher Variance Majority 3,0.9279069767441861,1.0,0.0100872093023256,0.004115297642822588,0.05942307987045297,0.4183151344780464,0.03456550622334474,0.9959438377535103
1,5,Higher Variance Majority 3,0.9265988372093024,2.0,0.0100872093023256,0.004115297642822588,0.05942307987045297,0.3284899251374787,0.03990319681236945,0.9945397815912637
1,5,Higher Variance Minority 1,0.913081395348837,0.25,0.12389534883720929,0.008001106940724305,0.5446492871925342,0.8538492947567526,0.07960087743342087,0.9800312012480498
1,5,Higher Variance Minority 1,0.8962209302325581,0.5,0.12389534883720929,0.008001106940724305,0.5446492871925342,0.6446412033652559,0.1935459152847101,0.9619344773790951
1,5,Higher Variance Minority 1,0.8930232558139537,1.0,0.12389534883720929,0.008001106940724305,0.5446492871925342,0.3807595109204997,0.33726889097790613,0.958502340093604
1,5,Higher Variance Minority 1,0.8915697674418606,2.0,0.12389534883720929,0.008001106940724305,0.5446492871925342,0.11214495707184724,0.4835696162611153,0.9569422776911077
1,5,Higher Variance Majority 1,0.9255813953488372,0.25,0.04706395348837206,0.0069942247094371204,0.13810194008217908,0.47994002434058747,0.0718212915976557,0.9934477379095163
1,5,Higher Variance Majority 1,0.9239825581395348,0.5,0.04706395348837206,0.0069942247094371204,0.13810194008217908,0.32606408851884355,0.09307185686659941,0.9917316692667706
1,5,Higher Variance Majority 1,0.9202034883720929,1.0,0.04706395348837206,0.0069942247094371204,0.13810194008217908,0.19845137944550809,0.11069541956876973,0.9876755070202806
1,5,Higher Variance Majority 1,0.9193313953488371,2.0,0.04706395348837206,0.0069942247094371204,0.13810194008217908,0.14723218374428682,0.11776888986455719,0.9867394695787831
1,5,Equal Variance (High),0.9338662790697674,0.25,0.038052325581395305,0.006626950665403172,0.2578256928548338,0.8903544916506035,0.028269429158603615,1.002340093603744
1,5,Equal Variance (High),0.9276162790697674,0.5,0.038052325581395305,0.006626950665403172,0.2578256928548338,0.7876474141136964,0.05474995258565182,0.9956318252730109
1,5,Equal Variance (High),0.9215116279069768,1.0,0.038052325581395305,0.006626950665403172,0.2578256928548338,0.5184381531398756,0.12415901681916494,0.9890795631825274
1,5,Equal Variance (High),0.9197674418604649,2.0,0.038052325581395305,0.006626950665403172,0.2578256928548338,0.1884223489809428,0.20924557017948694,0.9872074882995318
Baseline,5,N/A,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0
2,5,1.00 Std. Dev. Noise,0.9998546511627907,0.25,2.9069767441860518e-05,0.00020348837209302364,0.00914760118108472,0.6655287496867668,0.0030596096044042155,0.9998546511627907
2,5,1.00 Std. Dev. Noise,1.0,0.5,2.9069767441860518e-05,0.00020348837209302364,0.00914760118108472,0.6556951179820422,0.0031495637454007066,1.0
2,5,1.00 Std. Dev. Noise,0.9997093023255814,1.0,2.9069767441860518e-05,0.00020348837209302364,0.00914760118108472,0.7196627890897181,0.00256441300162489,0.9997093023255814
2,5,1.00 Std. Dev. Noise,0.9998546511627907,2.0,2.9069767441860518e-05,0.00020348837209302364,0.00914760118108472,0.7885377903267604,0.001934371958961711,0.9998546511627907
2,5,Higher Variance Majority 1,0.9995639534883722,0.25,0.004883720930232567,0.0020089712259501193,0.18731523577936815,0.34581457230708973,0.12253889763172428,0.9995639534883722
2,5,Higher Variance Majority 1,0.9995639534883722,0.5,0.004883720930232567,0.0020089712259501193,0.18731523577936815,0.21012884035297297,0.1479549025046058,0.9995639534883722
