Trial Number,Batch Size,Feature Noised,Accuracy,Noise Std Dev,Feature Importance,Importance Ratio,Importance Difference,Accuracy Difference,Accuracy Ratio
0,3,Baseline,0.994,0.0,0.0,1,0.0,0.0,1.0
0,3,Constant,0.9937199999999999,0.125,0.0,Infinity,-0.07098037522117763,0.000280000000000058,0.9997183098591549
0,3,Constant,0.9937199999999999,0.25,0.0,Infinity,-0.07098037522117763,0.000280000000000058,0.9997183098591549
0,3,Constant,0.9937199999999999,0.5,0.0,Infinity,-0.07098037522117763,0.000280000000000058,0.9997183098591549
0,3,Constant,0.9937199999999999,0.75,0.0,Infinity,-0.07098037522117763,0.000280000000000058,0.9997183098591549
0,3,Constant,0.9937199999999999,1.0,0.0,Infinity,-0.07098037522117763,0.000280000000000058,0.9997183098591549
0,3,Constant,0.9937199999999999,2.0,0.0,Infinity,-0.07098037522117763,0.000280000000000058,0.9997183098591549
0,3,Constant,0.9937199999999999,4.0,0.0,Infinity,-0.07098037522117763,0.000280000000000058,0.9997183098591549
0,3,Dirty Important Feature,0.9932000000000001,0.125,0.9225236423515746,0.9712671080475573,0.02650677213926167,0.0007999999999999119,0.9991951710261571
0,3,Dirty Important Feature,0.99164,0.25,0.9225236423515746,0.9567852956762033,0.039866586435935325,0.0023600000000000287,0.997625754527163
0,3,Dirty Important Feature,0.98612,0.5,0.9225236423515746,0.9184194422735389,0.07525999325888777,0.007879999999999998,0.9920724346076458
0,3,Dirty Important Feature,0.98232,0.75,0.9225236423515746,0.8708461074146597,0.11914751941171209,0.011680000000000024,0.9882494969818914
0,3,Dirty Important Feature,0.97492,1.0,0.9225236423515746,0.8291621794222401,0.1576019284907998,0.019079999999999986,0.980804828973843
0,3,Dirty Important Feature,0.96112,2.0,0.9225236423515746,0.7088321655357328,0.2686092111855961,0.03288000000000002,0.9669215291750503
0,3,Dirty Important Feature,0.9540000000000001,4.0,0.9225236423515746,0.5917731831804445,0.3765988899579654,0.039999999999999925,0.9597585513078472
0,3,Noise,0.99368,0.125,0.0774763576484254,1.1978178258669512,-0.015326204626101847,0.00031999999999998696,0.9996780684104628
0,3,Noise,0.99372,0.25,0.0774763576484254,1.1984605177825018,-0.015375998054808798,0.00027999999999994696,0.999718309859155
0,3,Noise,0.9936400000000001,0.5,0.0774763576484254,1.2670756486213526,-0.02069204847177311,0.00035999999999991594,0.9996378269617707
0,3,Noise,0.9934,0.75,0.0774763576484254,1.1792803370066713,-0.013889987509259114,0.0006000000000000449,0.9993963782696177
0,3,Noise,0.9930399999999999,1.0,0.0774763576484254,1.2643392968641438,-0.0204800459043797,0.0009600000000000719,0.9990342052313883
0,3,Noise,0.9922000000000001,2.0,0.0774763576484254,1.2294461263118075,-0.01777665014317939,0.0017999999999999128,0.9981891348088532
0,3,Noise,0.99284,4.0,0.0774763576484254,1.3119981058236667,-0.024172476832425682,0.0011600000000000499,0.9988329979879275
1,3,Baseline,0.9908,0.0,0.0,1,0.0,0.0,1.0
1,3,Noise,0.9909199999999998,0.125,0.06346917026878549,1.1292803214158293,-0.008205314732344593,-0.00011999999999978694,1.00012111425111
1,3,Noise,0.9903600000000001,0.25,0.06346917026878549,1.1537284505609806,-0.009757017203811447,0.00043999999999988493,0.999555914412596
1,3,Noise,0.9904399999999999,0.5,0.06346917026878549,1.1524975428390642,-0.009678892512023973,0.000360000000000138,0.9996366572466692
1,3,Noise,0.99068,0.75,0.06346917026878549,1.1073976122542382,-0.0068164373386252475,0.00012000000000000899,0.9998788857488897
1,3,Noise,0.9909999999999999,1.0,0.06346917026878549,1.1160371166762026,-0.007364779515820832,-0.00019999999999986695,1.0002018570851836
1,3,Noise,0.9910399999999999,2.0,0.06346917026878549,1.1328811012355389,-0.00843385323982214,-0.00023999999999990695,1.0002422285022203
